Town,NonResSumHouseholds,NonResSumPopulation,FamilyType,NonResHouseholds,NonResPopulation
吉塚３丁目,8,10,夫婦のみの世帯,0,1
吉塚３丁目,8,10,核家族以外の世帯,0,0
吉塚３丁目,8,10,非親族を含む世帯,0,0
堅粕２丁目,2,4,その他の核家族世帯,2,4
堅粕２丁目,2,4,単独世帯,0,0
堅粕２丁目,2,4,夫婦と子供から成る世帯,0,0
堅粕２丁目,2,4,夫婦のみの世帯,0,0
堅粕２丁目,2,4,核家族以外の世帯,0,0
堅粕２丁目,2,4,非親族を含む世帯,0,0
東光２丁目,42,44,その他の核家族世帯,39,36
東光２丁目,42,44,単独世帯,1,1
東光２丁目,42,44,夫婦と子供から成る世帯,1,3
東光２丁目,42,44,夫婦のみの世帯,1,2
東光２丁目,42,44,核家族以外の世帯,0,3
東光２丁目,42,44,非親族を含む世帯,0,1
東比恵２丁目,9,11,その他の核家族世帯,9,9
東比恵２丁目,9,11,単独世帯,0,0
東比恵２丁目,9,11,夫婦と子供から成る世帯,0,1
東比恵２丁目,9,11,夫婦のみの世帯,0,1
東比恵２丁目,9,11,核家族以外の世帯,0,0
東比恵２丁目,9,11,非親族を含む世帯,0,0
東比恵４丁目,8,10,その他の核家族世帯,8,8
東比恵４丁目,8,10,単独世帯,0,0
東比恵４丁目,8,10,夫婦と子供から成る世帯,0,1
東比恵４丁目,8,10,夫婦のみの世帯,0,1
東比恵４丁目,8,10,核家族以外の世帯,0,0
東比恵４丁目,8,10,非親族を含む世帯,0,0
西月隈１丁目,27,29,その他の核家族世帯,25,24
西月隈１丁目,27,29,単独世帯,0,1
西月隈１丁目,27,29,夫婦と子供から成る世帯,1,2
西月隈１丁目,27,29,夫婦のみの世帯,1,1
西月隈１丁目,27,29,核家族以外の世帯,0,1
西月隈１丁目,27,29,非親族を含む世帯,0,0
浦田１丁目,5,7,その他の核家族世帯,5,5
浦田１丁目,5,7,単独世帯,0,0
浦田１丁目,5,7,夫婦と子供から成る世帯,0,1
浦田１丁目,5,7,夫婦のみの世帯,0,0
浦田１丁目,5,7,核家族以外の世帯,0,1
浦田１丁目,5,7,非親族を含む世帯,0,0
麦野６丁目,2,4,その他の核家族世帯,2,3
麦野６丁目,2,4,単独世帯,0,0
麦野６丁目,2,4,夫婦と子供から成る世帯,0,0
麦野６丁目,2,4,夫婦のみの世帯,0,0
麦野６丁目,2,4,核家族以外の世帯,0,0
麦野６丁目,2,4,非親族を含む世帯,0,0
春町１丁目,15,17,その他の核家族世帯,14,15
春町１丁目,15,17,単独世帯,0,0
春町１丁目,15,17,夫婦と子供から成る世帯,0,1
春町１丁目,15,17,夫婦のみの世帯,0,0
春町１丁目,15,17,核家族以外の世帯,0,1
春町１丁目,15,17,非親族を含む世帯,0,0
竹丘町２丁目,4,6,その他の核家族世帯,4,5
竹丘町２丁目,4,6,単独世帯,0,0
竹丘町２丁目,4,6,夫婦と子供から成る世帯,0,1
竹丘町２丁目,4,6,夫婦のみの世帯,0,0
竹丘町２丁目,4,6,核家族以外の世帯,0,0
竹丘町２丁目,4,6,非親族を含む世帯,0,0
千代１丁目,29,32,その他の核家族世帯,27,26
千代１丁目,29,32,単独世帯,0,1
千代１丁目,29,32,夫婦と子供から成る世帯,1,2
千代１丁目,29,32,夫婦のみの世帯,1,1
千代１丁目,29,32,核家族以外の世帯,0,1
千代１丁目,29,32,非親族を含む世帯,0,1
堅粕４丁目,31,34,その他の核家族世帯,28,26
堅粕４丁目,31,34,単独世帯,1,1
堅粕４丁目,31,34,夫婦と子供から成る世帯,1,3
堅粕４丁目,31,34,夫婦のみの世帯,1,1
堅粕４丁目,31,34,核家族以外の世帯,0,2
堅粕４丁目,31,34,非親族を含む世帯,0,1
那珂２丁目,5,8,その他の核家族世帯,5,6
那珂２丁目,5,8,単独世帯,0,0
那珂２丁目,5,8,夫婦と子供から成る世帯,0,1
那珂２丁目,5,8,夫婦のみの世帯,0,1
那珂２丁目,5,8,核家族以外の世帯,0,0
那珂２丁目,5,8,非親族を含む世帯,0,0
光丘町１丁目,3,6,その他の核家族世帯,3,5
光丘町１丁目,3,6,単独世帯,0,0
光丘町１丁目,3,6,夫婦と子供から成る世帯,0,1
光丘町１丁目,3,6,夫婦のみの世帯,0,0
光丘町１丁目,3,6,核家族以外の世帯,0,0
光丘町１丁目,3,6,非親族を含む世帯,0,0
青木１丁目,2,5,その他の核家族世帯,2,4
青木１丁目,2,5,単独世帯,0,0
青木１丁目,2,5,夫婦と子供から成る世帯,0,1
青木１丁目,2,5,夫婦のみの世帯,0,0
青木１丁目,2,5,核家族以外の世帯,0,0
青木１丁目,2,5,非親族を含む世帯,0,0
博多駅前１丁目,34,38,その他の核家族世帯,31,29
博多駅前１丁目,34,38,単独世帯,1,2
博多駅前１丁目,34,38,夫婦と子供から成る世帯,1,3
博多駅前１丁目,34,38,夫婦のみの世帯,1,1
博多駅前１丁目,34,38,核家族以外の世帯,3,2
博多駅前１丁目,34,38,非親族を含む世帯,3,1
山王１丁目,35,39,その他の核家族世帯,32,30
山王１丁目,35,39,単独世帯,0,1
山王１丁目,35,39,夫婦と子供から成る世帯,2,5
山王１丁目,35,39,夫婦のみの世帯,1,4
山王１丁目,35,39,核家族以外の世帯,0,1
山王１丁目,35,39,非親族を含む世帯,0,1
吉塚１丁目,6,10,その他の核家族世帯,6,9
吉塚１丁目,6,10,単独世帯,0,0
吉塚１丁目,6,10,夫婦と子供から成る世帯,0,1
吉塚１丁目,6,10,夫婦のみの世帯,0,0
吉塚１丁目,6,10,核家族以外の世帯,0,0
吉塚１丁目,6,10,非親族を含む世帯,0,0
那珂３丁目,1,5,その他の核家族世帯,1,4
那珂３丁目,1,5,単独世帯,0,0
那珂３丁目,1,5,夫婦と子供から成る世帯,0,1
那珂３丁目,1,5,夫婦のみの世帯,0,0
那珂３丁目,1,5,核家族以外の世帯,0,0
那珂３丁目,1,5,非親族を含む世帯,0,0
麦野１丁目,1,5,その他の核家族世帯,1,3
麦野１丁目,1,5,単独世帯,0,0
麦野１丁目,1,5,夫婦と子供から成る世帯,0,1
麦野１丁目,1,5,夫婦のみの世帯,0,0
麦野１丁目,1,5,核家族以外の世帯,0,1
麦野１丁目,1,5,非親族を含む世帯,0,0
空港前４丁目,31,35,その他の核家族世帯,22,14
空港前４丁目,31,35,単独世帯,1,1
空港前４丁目,31,35,夫婦と子供から成る世帯,3,6
空港前４丁目,31,35,夫婦のみの世帯,1,1
空港前４丁目,31,35,核家族以外の世帯,4,12
空港前４丁目,31,35,非親族を含む世帯,0,1
金の隈３丁目,47,51,その他の核家族世帯,41,33
金の隈３丁目,47,51,単独世帯,1,1
金の隈３丁目,47,51,夫婦と子供から成る世帯,3,9
金の隈３丁目,47,51,夫婦のみの世帯,2,3
金の隈３丁目,47,51,核家族以外の世帯,1,4
金の隈３丁目,47,51,非親族を含む世帯,0,1
博多駅南２丁目,11,16,その他の核家族世帯,10,11
博多駅南２丁目,11,16,単独世帯,0,1
博多駅南２丁目,11,16,夫婦と子供から成る世帯,1,2
博多駅南２丁目,11,16,夫婦のみの世帯,0,1
博多駅南２丁目,11,16,核家族以外の世帯,0,1
博多駅南２丁目,11,16,非親族を含む世帯,0,0
博多駅南３丁目,27,32,その他の核家族世帯,25,25
博多駅南３丁目,27,32,単独世帯,1,1
博多駅南３丁目,27,32,夫婦と子供から成る世帯,1,3
博多駅南３丁目,27,32,夫婦のみの世帯,0,1
博多駅南３丁目,27,32,核家族以外の世帯,0,1
博多駅南３丁目,27,32,非親族を含む世帯,0,1
諸岡１丁目,2,7,その他の核家族世帯,2,5
諸岡１丁目,2,7,単独世帯,0,0
諸岡１丁目,2,7,夫婦と子供から成る世帯,0,1
諸岡１丁目,2,7,夫婦のみの世帯,0,0
諸岡１丁目,2,7,核家族以外の世帯,0,1
諸岡１丁目,2,7,非親族を含む世帯,0,0
立花寺,6,11,その他の核家族世帯,5,7
立花寺,6,11,単独世帯,0,0
立花寺,6,11,夫婦と子供から成る世帯,1,2
立花寺,6,11,夫婦のみの世帯,0,1
立花寺,6,11,核家族以外の世帯,0,1
立花寺,6,11,非親族を含む世帯,0,0
美野島２丁目,9,15,その他の核家族世帯,4,12
美野島２丁目,9,15,単独世帯,0,1
美野島２丁目,9,15,夫婦と子供から成る世帯,0,1
美野島２丁目,9,15,夫婦のみの世帯,0,0
美野島２丁目,9,15,核家族以外の世帯,0,1
美野島２丁目,9,15,非親族を含む世帯,0,0
御供所町,14,20,その他の核家族世帯,13,15
御供所町,14,20,単独世帯,0,1
御供所町,14,20,夫婦と子供から成る世帯,1,2
御供所町,14,20,夫婦のみの世帯,0,1
御供所町,14,20,核家族以外の世帯,0,1
御供所町,14,20,非親族を含む世帯,0,1
西月隈３丁目,2,9,その他の核家族世帯,2,7
西月隈３丁目,2,9,単独世帯,0,0
西月隈３丁目,2,9,夫婦と子供から成る世帯,0,2
西月隈３丁目,2,9,夫婦のみの世帯,0,0
西月隈３丁目,2,9,核家族以外の世帯,0,0
西月隈３丁目,2,9,非親族を含む世帯,0,0
吉塚６丁目,39,48,その他の核家族世帯,36,38
吉塚６丁目,39,48,単独世帯,1,1
吉塚６丁目,39,48,夫婦と子供から成る世帯,1,5
吉塚６丁目,39,48,夫婦のみの世帯,1,2
吉塚６丁目,39,48,核家族以外の世帯,0,1
吉塚６丁目,39,48,非親族を含む世帯,0,1
